Average,City,Code,Direction,Full,Location,Maximum,Minimum,Month,Precipitation,Speed,State,Week of,Year
56,Yakutat,YAK,18,8/21/2016,"Yakutat, AK",60,50,8,3.04,3.45,Alaska,21,2016
75,Douglas Bisbee,DUG,23,8/21/2016,"Douglas Bisbee, AZ",91,59,8,0.08,3.21,Arizona,21,2016
83,Kingman,IGM,17,8/21/2016,"Kingman, AZ",96,69,8,0.11,8.2,Arizona,21,2016
94,Phoenix,PHX,20,8/21/2016,"Phoenix, AZ",105,82,8,0.11,4.64,Arizona,21,2016
87,Tucson,TUS,18,8/21/2016,"Tucson, AZ",99,75,8,0.03,4.05,Arizona,21,2016
75,Winslow,INW,21,8/21/2016,"Winslow, AZ",91,60,8,0.27,3.14,Arizona,21,2016
77,Fort Smith,FSM,16,8/21/2016,"Fort Smith, AR",84,70,8,2.08,3.34,Arkansas,21,2016
72,Harrison,HRO,21,8/21/2016,"Harrison, AR",79,65,8,0.62,2.62,Arkansas,21,2016
75,North Little Rock,LZK,0,8/21/2016,"North Little Rock, AR",79,71,8,3.16,0,Arkansas,21,2016
88,Bakersfield,BFL,32,8/21/2016,"Bakersfield, CA",102,73,8,0,3.71,California,21,2016
77,Bishop,BIH,20,8/21/2016,"Bishop, CA",99,54,8,0,2.95,California,21,2016
85,China Lake,NID,19,8/21/2016,"China Lake, CA",103,66,8,0,7.08,California,21,2016
72,Concord,CCR,28,8/21/2016,"Concord, CA",88,57,8,0,7.2,California,21,2016
57,Eureka,EKA,0,8/21/2016,"Eureka, CA",62,51,8,0,0,California,21,2016
85,Fresno,FAT,31,8/21/2016,"Fresno, CA",101,69,8,0,4.21,California,21,2016
66,Hayward,HWD,31,8/21/2016,"Hayward, CA",73,58,8,0,7.24,California,21,2016
75,Long Beach,LGB,30,8/21/2016,"Long Beach, CA",87,63,8,0,5.18,California,21,2016
68,Los Angeles,LAX,26,8/21/2016,"Los Angeles, CA",74,62,8,0,8.74,California,21,2016
84,Red Bluff,RBL,16,8/21/2016,"Red Bluff, CA",100,68,8,0,3.31,California,21,2016
86,Redding,RDD,16,8/21/2016,"Redding, CA",104,68,8,0,2.62,California,21,2016
75,Sacramento,SAC,19,8/21/2016,"Sacramento, CA",92,58,8,0,6.01,California,21,2016
62,Salinas,SNS,29,8/21/2016,"Salinas, CA",68,56,8,0,6.04,California,21,2016
74,San Diego,SAN,30,8/21/2016,"San Diego, CA",79,67,8,0,6.94,California,21,2016
64,San Francisco,SFO,29,8/21/2016,"San Francisco, CA",70,56,8,0,11.27,California,21,2016
81,Sandberg,SDB,22,8/21/2016,"Sandberg, CA",93,68,8,0,6.54,California,21,2016
65,Santa Barbara,SBA,21,8/21/2016,"Santa Barbara, CA",72,57,8,0,2.81,California,21,2016
62,Santa Maria,SMX,30,8/21/2016,"Santa Maria, CA",70,53,8,0,4.71,California,21,2016
77,Stockton,SCK,32,8/21/2016,"Stockton, CA",95,59,8,0,5.92,California,21,2016
60,Alamosa,ALS,20,8/21/2016,"Alamosa, CO",77,42,8,0,2.92,Colorado,21,2016
68,Colorado Springs,COS,22,8/21/2016,"Colorado Springs, CO",82,52,8,0.2,5.18,Colorado,21,2016
64,Craig,CAG,26,8/21/2016,"Craig, CO",86,41,8,0.25,2.05,Colorado,21,2016
70,Denver,DEN,18,8/21/2016,"Denver, CO",87,53,8,0.02,5.41,Colorado,21,2016
75,Grand Junction,GJT,15,8/21/2016,"Grand Junction, CO",90,60,8,0,4.62,Colorado,21,2016
73,Pueblo,PUB,18,8/21/2016,"Pueblo, CO",89,56,8,0.75,3.28,Colorado,21,2016
80,Bridgeport,BDR,18,8/21/2016,"Bridgeport, CT",86,73,8,0.39,4.92,Connecticut,21,2016
77,Windsor Locks,BDL,24,8/21/2016,"Windsor Locks, CT",87,67,8,1.71,5.28,Connecticut,21,2016
81,Wilmington,ILG,24,8/21/2016,"Wilmington, DE",90,72,8,1.39,5.22,Delaware,21,2016
84,Daytona Beach,DAB,11,8/21/2016,"Daytona Beach, FL",93,75,8,0.04,3.22,Florida,21,2016
85,Fort Lauderdale,FLL,11,8/21/2016,"Fort Lauderdale, FL",90,80,8,0.55,7.74,Florida,21,2016
83,Gainesville,GNV,16,8/21/2016,"Gainesville, FL",94,72,8,0.17,2.97,Florida,21,2016
84,Jacksonville,JAX,16,8/21/2016,"Jacksonville, FL",94,73,8,0.03,4.71,Florida,21,2016
85,Key West,EYW,10,8/21/2016,"Key West, FL",89,80,8,0.15,8.01,Florida,21,2016
85,Miami,MIA,10,8/21/2016,"Miami, FL",91,78,8,1.1,5.78,Florida,21,2016
84,Orlando,MCO,14,8/21/2016,"Orlando, FL",92,75,8,3.23,3.22,Florida,21,2016
83,Pensacola,PNS,17,8/21/2016,"Pensacola, FL",90,77,8,1.76,4.71,Florida,21,2016
85,Tallahassee,TLH,18,8/21/2016,"Tallahassee, FL",95,75,8,1.33,2.37,Florida,21,2016
85,Tampa,TPA,15,8/21/2016,"Tampa, FL",92,77,8,1.16,2.68,Florida,21,2016
84,Vero Beach,VRB,10,8/21/2016,"Vero Beach, FL",90,76,8,0.04,4.97,Florida,21,2016
86,West Palm Beach,PBI,11,8/21/2016,"West Palm Beach, FL",91,80,8,0.79,7.2,Florida,21,2016
83,Alma,AMG,19,8/21/2016,"Alma, GA",94,72,8,0.71,2.51,Georgia,21,2016
82,Athens,AHN,24,8/21/2016,"Athens, GA",92,71,8,3.67,1.07,Georgia,21,2016
83,Atlanta,ATL,23,8/21/2016,"Atlanta, GA",92,73,8,1.29,4.34,Georgia,21,2016
84,Augusta,AGS,17,8/21/2016,"Augusta, GA",96,72,8,0.79,2,Georgia,21,2016
84,Macon,MCN,21,8/21/2016,"Macon, GA",94,73,8,0.81,2.37,Georgia,21,2016
85,Savannah,SAV,18,8/21/2016,"Savannah, GA",95,75,8,0.17,4.7,Georgia,21,2016
77,Hilo,ITO,16,8/21/2016,"Hilo, HI",84,69,8,2.06,1.3,Hawaii,21,2016
82,Honolulu,HNL,5,8/21/2016,"Honolulu, HI",88,76,8,0,10.22,Hawaii,21,2016
80,Kahului,OGG,4,8/21/2016,"Kahului, HI",88,72,8,0.05,13.57,Hawaii,21,2016
81,Kaunakakai,MKK,4,8/21/2016,"Kaunakakai, HI",87,74,8,0.01,11.58,Hawaii,21,2016
80,Lihue,LIH,5,8/21/2016,"Lihue, HI",86,75,8,0.27,13.7,Hawaii,21,2016
79,Boise,BOI,22,8/21/2016,"Boise, ID",95,64,8,0,2.9,Idaho,21,2016
80,Lewiston,LWS,20,8/21/2016,"Lewiston, ID",97,62,8,0,2.4,Idaho,21,2016
70,Pocatello,PIH,20,8/21/2016,"Pocatello, ID",90,49,8,0,3.54,Idaho,21,2016
74,Chicago,ORD,23,8/21/2016,"Chicago, IL",82,66,8,1.36,6.27,Illinois,21,2016
74,Moline,MLI,21,8/21/2016,"Moline, IL",83,65,8,0.99,5.31,Illinois,21,2016
75,Peoria,PIA,21,8/21/2016,"Peoria, IL",83,66,8,1.05,5.35,Illinois,21,2016
74,Quincy,UIN,20,8/21/2016,"Quincy, IL",82,65,8,0.29,5.85,Illinois,21,2016
73,Rockford,RFD,21,8/21/2016,"Rockford, IL",82,64,8,0.93,5.3,Illinois,21,2016
76,Springfield,SPI,21,8/21/2016,"Springfield, IL",83,68,8,2.15,4.68,Illinois,21,2016
77,Evansville,EVV,22,8/21/2016,"Evansville, IN",82,71,8,0.99,5.08,Indiana,21,2016
74,Fort Wayne,FWA,21,8/21/2016,"Fort Wayne, IN",81,65,8,0.94,6.27,Indiana,21,2016
76,Indianapolis,IND,21,8/21/2016,"Indianapolis, IN",82,69,8,1.46,8.04,Indiana,21,2016
72,South Bend,SBN,22,8/21/2016,"South Bend, IN",79,65,8,8.91,5.88,Indiana,21,2016
72,Cedar Rapids,CID,19,8/21/2016,"Cedar Rapids, IA",81,62,8,0.31,4.88,Iowa,21,2016
75,Des Moines,DSM,20,8/21/2016,"Des Moines, IA",84,65,8,0.74,5.17,Iowa,21,2016
71,Dubuque,DBQ,21,8/21/2016,"Dubuque, IA",80,62,8,0.8,5.42,Iowa,21,2016
73,Sioux City,SUX,21,8/21/2016,"Sioux City, IA",84,62,8,0.35,7.27,Iowa,21,2016
71,Waterloo,ALO,19,8/21/2016,"Waterloo, IA",81,61,8,1.72,4.62,Iowa,21,2016
75,Concordia,CNK,20,8/21/2016,"Concordia, KS",87,63,8,0.63,7.28,Kansas,21,2016
76,Dodge City,DDC,18,8/21/2016,"Dodge City, KS",91,60,8,0,8.52,Kansas,21,2016
72,Goodland,GLD,25,8/21/2016,"Goodland, KS",88,55,8,0,8.85,Kansas,21,2016
76,Medicine Lodge,P28,19,8/21/2016,"Medicine Lodge, KS",89,63,8,0,6.04,Kansas,21,2016
75,Topeka,TOP,18,8/21/2016,"Topeka, KS",87,62,8,0.49,4.5,Kansas,21,2016
76,Wichita,ICT,19,8/21/2016,"Wichita, KS",87,65,8,1.13,7.51,Kansas,21,2016
76,Covington,CVG,21,8/21/2016,"Covington, KY",82,69,8,4.55,5.15,Kentucky,21,2016
76,Jackson,JKL,26,8/21/2016,"Jackson, KY",82,68,8,3.7,0.58,Kentucky,21,2016
76,Lexington,LEX,21,8/21/2016,"Lexington, KY",83,70,8,2.78,5.2,Kentucky,21,2016
79,Louisville,SDF,21,8/21/2016,"Louisville, KY",85,72,8,3.71,6.3,Kentucky,21,2016
77,Paducah,PAH,23,8/21/2016,"Paducah, KY",82,71,8,2.24,4.2,Kentucky,21,2016
83,Baton Rouge,BTR,14,8/21/2016,"Baton Rouge, LA",92,74,8,6.08,2.84,Louisiana,21,2016
82,Lake Charles,LCH,12,8/21/2016,"Lake Charles, LA",88,75,8,2.87,3.7,Louisiana,21,2016
86,New Orleans,MSY,16,8/21/2016,"New Orleans, LA",92,79,8,2.69,4.68,Louisiana,21,2016
80,Shreveport,SHV,20,8/21/2016,"Shreveport, LA",86,74,8,3.77,2.78,Louisiana,21,2016
83,Slidell,ASD,15,8/21/2016,"Slidell, LA",91,75,8,0.75,2.6,Louisiana,21,2016
69,Bangor,BGR,25,8/21/2016,"Bangor, ME",80,57,8,0.48,5.92,Maine,21,2016
66,Caribou,CAR,22,8/21/2016,"Caribou, ME",77,55,8,1.03,5.52,Maine,21,2016
72,Portland,PWM,22,8/21/2016,"Portland, ME",82,61,8,0.46,4.88,Maine,21,2016
80,Baltimore,BWI,23,8/21/2016,"Baltimore, MD",89,70,8,3.38,3.01,Maryland,21,2016
81,Salisbury,SBY,23,8/21/2016,"Salisbury, MD",91,71,8,2.68,3.62,Maryland,21,2016
76,Boston,BOS,18,8/21/2016,"Boston, MA",84,68,8,0.01,7.12,Massachusetts,21,2016
76,Milton,MQE,20,8/21/2016,"Milton, MA",86,66,8,0.02,7.54,Massachusetts,21,2016
73,Worcester,ORH,23,8/21/2016,"Worcester, MA",81,65,8,0.4,7.85,Massachusetts,21,2016
71,Alpena,APN,17,8/21/2016,"Alpena, MI",81,60,8,0.41,3.82,Michigan,21,2016
75,Detroit,DTW,21,8/21/2016,"Detroit, MI",83,67,8,2.64,6.22,Michigan,21,2016
76,Flint,FNT,22,8/21/2016,"Flint, MI",85,66,8,2.9,5.27,Michigan,21,2016
73,Grand Rapids,GRR,22,8/21/2016,"Grand Rapids, MI",81,64,8,3.28,6.87,Michigan,21,2016
70,Houghton Lake,HTL,19,8/21/2016,"Houghton Lake, MI",80,60,8,1.76,4.68,Michigan,21,2016
73,Lansing,LAN,22,8/21/2016,"Lansing, MI",81,64,8,3.97,5.82,Michigan,21,2016
65,Marquette,MQT,0,8/21/2016,"Marquette, MI",74,55,8,3.16,0,Michigan,21,2016
73,Muskegon,MKG,22,8/21/2016,"Muskegon, MI",81,66,8,0.78,6.04,Michigan,21,2016
71,Sault Ste Marie,ANJ,20,8/21/2016,"Sault Ste Marie, MI",78,62,8,1.45,3.02,Michigan,21,2016
67,Duluth,DLH,28,8/21/2016,"Duluth, MN",76,58,8,1.03,5.31,Minnesota,21,2016
63,International Falls,INL,27,8/21/2016,"International Falls, MN",76,48,8,0.04,3.17,Minnesota,21,2016
71,Minneapolis,MSP,22,8/21/2016,"Minneapolis, MN",80,63,8,1.02,4.11,Minnesota,21,2016
68,Rochester,RST,21,8/21/2016,"Rochester, MN",77,59,8,2.21,4.85,Minnesota,21,2016
67,St Cloud,STC,22,8/21/2016,"St Cloud, MN",76,57,8,0.93,3.05,Minnesota,21,2016
81,Greenville,GLH,21,8/21/2016,"Greenville, MS",88,73,8,2.29,3.94,Mississippi,21,2016
81,Greenwood,GWO,16,8/21/2016,"Greenwood, MS",89,72,8,3.17,3.7,Mississippi,21,2016
83,Gulfport,GPT,17,8/21/2016,"Gulfport, MS",89,77,8,0.64,4.52,Mississippi,21,2016
83,Hattiesburg,HBG,17,8/21/2016,"Hattiesburg, MS",91,73,8,2.21,2.51,Mississippi,21,2016
82,Jackson,JAN,17,8/21/2016,"Jackson, MS",90,74,8,1.4,3.97,Mississippi,21,2016
83,Meridian,MEI,19,8/21/2016,"Meridian, MS",93,73,8,0.73,3.18,Mississippi,21,2016
82,Tupelo,TUP,21,8/21/2016,"Tupelo, MS",90,73,8,2.09,4.18,Mississippi,21,2016
76,Cape Girardeau,CGI,22,8/21/2016,"Cape Girardeau, MO",81,70,8,2.51,5.08,Missouri,21,2016
74,Columbia,COU,24,8/21/2016,"Columbia, MO",82,65,8,0.2,5.4,Missouri,21,2016
74,Kansas City,MCI,20,8/21/2016,"Kansas City, MO",85,62,8,1.06,6.2,Missouri,21,2016
73,Rolla/Vichy,VIH,24,8/21/2016,"Rolla/Vichy, MO",81,64,8,0.12,5.12,Missouri,21,2016
74,Springfield,SGF,20,8/21/2016,"Springfield, MO",83,64,8,0.08,4.97,Missouri,21,2016
74,St Joseph,STJ,23,8/21/2016,"St Joseph, MO",84,62,8,0.61,4.87,Missouri,21,2016
78,St Louis,STL,22,8/21/2016,"St Louis, MO",86,71,8,2.52,6.11,Missouri,21,2016
69,Billings,BIL,17,8/21/2016,"Billings, MT",84,54,8,1.01,4.95,Montana,21,2016
62,Butte,BTM,18,8/21/2016,"Butte, MT",82,41,8,0.19,1.58,Montana,21,2016
62,Cut Bank,CTB,29,8/21/2016,"Cut Bank, MT",78,46,8,0.22,6.01,Montana,21,2016
65,Dillon,DLN,16,8/21/2016,"Dillon, MT",84,46,8,0.01,4.45,Montana,21,2016
69,Glasgow,GGW,20,8/21/2016,"Glasgow, MT",84,55,8,0.26,6.24,Montana,21,2016
65,Great Falls,GTF,18,8/21/2016,"Great Falls, MT",82,48,8,0.31,6.05,Montana,21,2016
67,Havre,HVR,19,8/21/2016,"Havre, MT",84,50,8,0.11,4.2,Montana,21,2016
69,Helena,HLN,23,8/21/2016,"Helena, MT",86,51,8,0.44,3.58,Montana,21,2016
66,Kalispell,GPI,5,8/21/2016,"Kalispell, MT",85,46,8,0.02,7.72,Montana,21,2016
70,Miles City,MLS,16,8/21/2016,"Miles City, MT",85,55,8,0.74,5.64,Montana,21,2016
69,Missoula,MSO,18,8/21/2016,"Missoula, MT",90,49,8,0.12,2.38,Montana,21,2016
72,Grand Island,GRI,21,8/21/2016,"Grand Island, NE",84,59,8,0.32,8.14,Nebraska,21,2016
74,Lincoln,LNK,20,8/21/2016,"Lincoln, NE",86,62,8,0.24,5.65,Nebraska,21,2016
71,Norfolk,OFK,21,8/21/2016,"Norfolk, NE",83,58,8,0.07,7.85,Nebraska,21,2016
70,North Platte,LBF,18,8/21/2016,"North Platte, NE",87,53,8,0.04,6.02,Nebraska,21,2016
74,Omaha,OMA,18,8/21/2016,"Omaha, NE",84,64,8,1.74,5.54,Nebraska,21,2016
68,Scottsbluff,BFF,18,8/21/2016,"Scottsbluff, NE",86,50,8,0.75,4.84,Nebraska,21,2016
68,Sidney,SNY,28,8/21/2016,"Sidney, NE",85,49,8,0.2,6.21,Nebraska,21,2016
70,Valentine,VTN,24,8/21/2016,"Valentine, NE",86,54,8,0.54,7.17,Nebraska,21,2016
67,Ely,ELY,19,8/21/2016,"Ely, NV",89,45,8,0,4.57,Nevada,21,2016
70,Eureka,P68,18,8/21/2016,"Eureka, NV",91,49,8,0,2.87,Nevada,21,2016
94,Las Vegas,LAS,19,8/21/2016,"Las Vegas, NV",104,83,8,0.08,5.62,Nevada,21,2016
86,Mercury,DRA,21,8/21/2016,"Mercury, NV",100,70,8,0,6.72,Nevada,21,2016
79,Reno,RNO,30,8/21/2016,"Reno, NV",96,62,8,0.04,3,Nevada,21,2016
74,Winnemucca,WMC,15,8/21/2016,"Winnemucca, NV",97,51,8,0,3,Nevada,21,2016
73,Concord,CON,24,8/21/2016,"Concord, NH",85,60,8,0.32,4.51,New Hampshire,21,2016
50,Mt. Washington,MWN,24,8/21/2016,"Mt. Washington, NH",55,45,8,2.1,25.4,New Hampshire,21,2016
80,Atlantic City,ACY,19,8/21/2016,"Atlantic City, NJ",89,71,8,0.92,4.97,New Jersey,21,2016
82,Newark,EWR,19,8/21/2016,"Newark, NJ",89,74,8,0.44,5.47,New Jersey,21,2016
74,Albuquerque,ABQ,20,8/21/2016,"Albuquerque, NM",86,61,8,0.24,2.38,New Mexico,21,2016
70,Clayton,CAO,20,8/21/2016,"Clayton, NM",83,57,8,0.64,8.58,New Mexico,21,2016
76,Roswell,ROW,15,8/21/2016,"Roswell, NM",89,62,8,2.19,4.05,New Mexico,21,2016
75,Albany,ALB,25,8/21/2016,"Albany, NY",84,65,8,0.64,6.11,New York,21,2016
70,Binghamton,BGM,22,8/21/2016,"Binghamton, NY",78,62,8,1.55,4.38,New York,21,2016
76,Buffalo,BUF,21,8/21/2016,"Buffalo, NY",84,67,8,1.25,6.34,New York,21,2016
71,Glens Falls,GFL,14,8/21/2016,"Glens Falls, NY",81,60,8,0.73,2.62,New York,21,2016
80,Islip,ISP,18,8/21/2016,"Islip, NY",86,73,8,0.72,6.1,New York,21,2016
83,New York,LGA,17,8/21/2016,"New York, NY",88,76,8,0.42,5.78,New York,21,2016
75,Rochester,ROC,23,8/21/2016,"Rochester, NY",84,66,8,1.99,4.04,New York,21,2016
74,Syracuse,SYR,21,8/21/2016,"Syracuse, NY",83,65,8,1.02,4.72,New York,21,2016
76,Asheville,AVL,25,8/21/2016,"Asheville, NC",84,67,8,2.33,2.61,North Carolina,21,2016
83,Cape Hatteras,HSE,20,8/21/2016,"Cape Hatteras, NC",89,76,8,1.32,5.17,North Carolina,21,2016
84,Charlotte,CLT,23,8/21/2016,"Charlotte, NC",94,73,8,0.44,3.28,North Carolina,21,2016
82,Greensboro,GSO,25,8/21/2016,"Greensboro, NC",91,73,8,0.8,5.07,North Carolina,21,2016
80,Hickory,HKY,25,8/21/2016,"Hickory, NC",89,71,8,1.36,2.32,North Carolina,21,2016
84,Raleigh/Durham,RDU,20,8/21/2016,"Raleigh/Durham, NC",93,74,8,0.38,3.85,North Carolina,21,2016
83,Wilmington,ILM,21,8/21/2016,"Wilmington, NC",92,74,8,1.53,4.94,North Carolina,21,2016
66,Bismarck,BIS,19,8/21/2016,"Bismarck, ND",79,53,8,0.29,5.01,North Dakota,21,2016
64,Dickinson,DIK,23,8/21/2016,"Dickinson, ND",80,48,8,0.31,6.51,North Dakota,21,2016
68,Fargo,FAR,18,8/21/2016,"Fargo, ND",79,56,8,0.29,6.3,North Dakota,21,2016
68,Grand Forks,GFK,24,8/21/2016,"Grand Forks, ND",80,55,8,0.78,6.61,North Dakota,21,2016
69,Williston,ISN,20,8/21/2016,"Williston, ND",85,53,8,0.17,4.77,North Dakota,21,2016
76,Akron,CAK,23,8/21/2016,"Akron, OH",84,67,8,0.65,6.88,Ohio,21,2016
77,Cleveland,CLE,22,8/21/2016,"Cleveland, OH",84,69,8,0.77,6.87,Ohio,21,2016
75,Columbus,CMH,20,8/21/2016,"Columbus, OH",82,68,8,1.45,5.9,Ohio,21,2016
74,Dayton,DAY,22,8/21/2016,"Dayton, OH",81,67,8,1.2,7.18,Ohio,21,2016
75,Mansfield,MFD,21,8/21/2016,"Mansfield, OH",82,66,8,0.51,6.58,Ohio,21,2016
74,Toledo,TOL,22,8/21/2016,"Toledo, OH",81,65,8,1.83,5.58,Ohio,21,2016
74,Youngstown/Warren,YNG,20,8/21/2016,"Youngstown/Warren, OH",83,65,8,0.57,4.82,Ohio,21,2016
78,Gage,GAG,15,8/21/2016,"Gage, OK",92,62,8,0.37,8.12,Oklahoma,21,2016
78,Oklahoma City,OKC,17,8/21/2016,"Oklahoma City, OK",89,66,8,0.06,7.18,Oklahoma,21,2016
77,Ponca City,PNC,17,8/21/2016,"Ponca City, OK",88,66,8,0.13,5.24,Oklahoma,21,2016
78,Tulsa,TUL,16,8/21/2016,"Tulsa, OK",88,67,8,0.11,5.57,Oklahoma,21,2016
65,Astoria,AST,25,8/21/2016,"Astoria, OR",74,55,8,0,6.74,Oregon,21,2016
71,Burns,BNO,28,8/21/2016,"Burns, OR",94,48,8,0,3.9,Oregon,21,2016
73,Eugene,EUG,23,8/21/2016,"Eugene, OR",93,52,8,0,5.8,Oregon,21,2016
83,Medford,MFR,32,8/21/2016,"Medford, OR",102,63,8,0,2.12,Oregon,21,2016
77,Pendleton,PDT,17,8/21/2016,"Pendleton, OR",94,59,8,0,3.57,Oregon,21,2016
76,Portland,PDX,28,8/21/2016,"Portland, OR",90,60,8,0,5.71,Oregon,21,2016
70,Redmond,RDM,33,8/21/2016,"Redmond, OR",93,47,8,0,4.1,Oregon,21,2016
75,Salem,SLE,34,8/21/2016,"Salem, OR",93,56,8,0,4.8,Oregon,21,2016
79,Allentown,ABE,24,8/21/2016,"Allentown, PA",89,68,8,1,3.07,Pennsylvania,21,2016
76,Erie,ERI,21,8/21/2016,"Erie, PA",83,67,8,0.75,6.11,Pennsylvania,21,2016
80,Harrisburg,MDT,23,8/21/2016,"Harrisburg, PA",89,71,8,2.27,2.91,Pennsylvania,21,2016
83,Philadelphia,PHL,24,8/21/2016,"Philadelphia, PA",91,74,8,1.36,5.1,Pennsylvania,21,2016
75,Pittsburgh,PIT,21,8/21/2016,"Pittsburgh, PA",82,67,8,1.1,5.04,Pennsylvania,21,2016
75,Wilkes-Barre/Scranton,AVP,21,8/21/2016,"Wilkes-Barre/Scranton, PA",84,66,8,1.14,1.97,Pennsylvania,21,2016
77,Williamsport,IPT,21,8/21/2016,"Williamsport, PA",86,67,8,2.36,2.64,Pennsylvania,21,2016
84,San Juan,SJU,7,8/21/2016,"San Juan, PR",89,78,8,0.04,8.87,Puerto Rico,21,2016
77,Providence,PVD,22,8/21/2016,"Providence, RI",85,69,8,0,6.32,Rhode Island,21,2016
82,Anderson,AND,22,8/21/2016,"Anderson, SC",92,72,8,1.47,3.77,South Carolina,21,2016
85,Charleston,CHS,21,8/21/2016,"Charleston, SC",94,75,8,0.03,5.08,South Carolina,21,2016
85,Columbia,CAE,20,8/21/2016,"Columbia, SC",95,75,8,0.55,4.05,South Carolina,21,2016
81,Greer,GSP,20,8/21/2016,"Greer, SC",90,72,8,0.3,3.31,South Carolina,21,2016
69,Aberdeen,ABR,21,8/21/2016,"Aberdeen, SD",81,56,8,0.46,6.07,South Dakota,21,2016
70,Huron,HON,20,8/21/2016,"Huron, SD",82,58,8,0.75,5.27,South Dakota,21,2016
70,Pierre,PIR,16,8/21/2016,"Pierre, SD",83,57,8,0.38,6.37,South Dakota,21,2016
66,Rapid City,RAP,27,8/21/2016,"Rapid City, SD",80,51,8,0.23,6.7,South Dakota,21,2016
72,Sioux Falls,FSD,21,8/21/2016,"Sioux Falls, SD",82,60,8,0.19,5.51,South Dakota,21,2016
77,Bristol/Jhnsn Cty/Kngsprt,TRI,23,8/21/2016,"Bristol/Jhnsn Cty/Kngsprt, TN",86,68,8,3.18,2.22,Tennessee,21,2016
82,Chattanooga,CHA,17,8/21/2016,"Chattanooga, TN",91,72,8,1.17,2.7,Tennessee,21,2016
77,Clarksville,CKV,22,8/21/2016,"Clarksville, TN",82,70,8,2.49,4.55,Tennessee,21,2016
75,Crossville,CSV,24,8/21/2016,"Crossville, TN",83,66,8,2.32,2.52,Tennessee,21,2016
80,Knoxville,TYS,20,8/21/2016,"Knoxville, TN",88,71,8,1,3.75,Tennessee,21,2016
80,Memphis,MEM,20,8/21/2016,"Memphis, TN",85,74,8,3.8,4.2,Tennessee,21,2016
79,Nashville,BNA,24,8/21/2016,"Nashville, TN",86,72,8,1.87,3.8,Tennessee,21,2016
79,Oak Ridge,OQT,22,8/21/2016,"Oak Ridge, TN",87,70,8,2.91,0.68,Tennessee,21,2016
77,Abilene,ABI,11,8/21/2016,"Abilene, TX",85,68,8,2.65,5.95,Texas,21,2016
72,Amarillo,AMA,14,8/21/2016,"Amarillo, TX",85,59,8,1.26,7.17,Texas,21,2016
78,Austin/Bergstrom,AUS,11,8/21/2016,"Austin/Bergstrom, TX",84,72,8,6.61,3.98,Texas,21,2016
78,Austin/City,ATT,11,8/21/2016,"Austin/City, TX",84,73,8,5.52,1.34,Texas,21,2016
82,Beaumont/Port Arthur,BPT,11,8/21/2016,"Beaumont/Port Arthur, TX",89,75,8,3.31,4.02,Texas,21,2016
86,Brownsville,BRO,14,8/21/2016,"Brownsville, TX",94,77,8,0.3,9.9,Texas,21,2016
78,Childress,CDS,12,8/21/2016,"Childress, TX",89,66,8,1.07,5.72,Texas,21,2016
79,College Station,CLL,11,8/21/2016,"College Station, TX",86,73,8,5.46,5.1,Texas,21,2016
84,Corpus Christi,CRP,14,8/21/2016,"Corpus Christi, TX",91,76,8,2.59,8.27,Texas,21,2016
73,Dalhart,DHT,18,8/21/2016,"Dalhart, TX",89,57,8,0.57,7.55,Texas,21,2016
79,Dallas,DAL,14,8/21/2016,"Dallas, TX",84,73,8,2.89,5.48,Texas,21,2016
79,Dallas-Fort Worth,DFW,14,8/21/2016,"Dallas-Fort Worth, TX",85,72,8,3.44,5.14,Texas,21,2016
81,Del Rio,DRT,8,8/21/2016,"Del Rio, TX",88,73,8,5.65,3.92,Texas,21,2016
79,El Paso,ELP,11,8/21/2016,"El Paso, TX",91,68,8,1.53,4.12,Texas,21,2016
79,Fort Worth,FTW,13,8/21/2016,"Fort Worth, TX",86,73,8,5.18,5.12,Texas,21,2016
83,Galveston,GLS,13,8/21/2016,"Galveston, TX",87,78,8,3.39,6.75,Texas,21,2016
81,Houston,HOU,11,8/21/2016,"Houston, TX",87,75,8,3.79,3.25,Texas,21,2016
75,Lubbock,LBB,12,8/21/2016,"Lubbock, TX",88,61,8,0.09,6.34,Texas,21,2016
78,Midland,MAF,11,8/21/2016,"Midland, TX",88,67,8,0,8.82,Texas,21,2016
78,San Angelo,SJT,10,8/21/2016,"San Angelo, TX",87,69,8,0.83,5.71,Texas,21,2016
79,San Antonio,SAT,10,8/21/2016,"San Antonio, TX",85,73,8,3.7,5.85,Texas,21,2016
81,Victoria,VCT,10,8/21/2016,"Victoria, TX",87,74,8,3.27,5.07,Texas,21,2016
78,Waco,ACT,11,8/21/2016,"Waco, TX",82,73,8,3.06,5.31,Texas,21,2016
76,Wichita Falls,SPS,16,8/21/2016,"Wichita Falls, TX",86,67,8,0.29,6.88,Texas,21,2016
81,Salt Lake City,SLC,17,8/21/2016,"Salt Lake City, UT",93,68,8,0,4.61,Utah,21,2016
78,Blacksburg,BCB,20,8/21/2016,"Blacksburg, VA",86,70,8,1.53,2.4,VA,21,2016
73,Burlington,BTV,24,8/21/2016,"Burlington, VT",82,63,8,1.23,5.15,Vermont,21,2016
78,Lynchburg,LYH,19,8/21/2016,"Lynchburg, VA",88,69,8,0.15,1.75,Virginia,21,2016
83,Norfolk,ORF,19,8/21/2016,"Norfolk, VA",91,75,8,1.63,4.27,Virginia,21,2016
